cluster,n_total,n_miniroundabouts,n_raining,n_dark,n_dry,n_urban,n_slight
0,446.93564356435644,0.011168317580665443,0.10709606518394156,0.25963203759119885,0.7222451344558729,0.49103119859941136,0.7398142401850607
1,1201.4935064935064,0.025001178311285385,0.11321160959147705,0.30052104625395554,0.7431671451874332,0.8915951141655237,0.8079312948784456
2,308.60674157303373,0.0101184436866201,0.16837618078724972,0.28906634414880245,0.6352074578504985,0.44750299692430306,0.6412296278157511
