cluster,n_total,n_miniroundabouts,n_raining,n_dark,n_dry,n_urban,n_slight
0,459.5720524017467,0.010726986500276132,0.11651210830428056,0.2705063346035625,0.7117542978595591,0.5185436411887621,0.7343536492973065
1,1276.7397260273972,0.024498824263381423,0.11404048110249372,0.29682579958786204,0.7389967824875582,0.8450330608269824,0.7987777721740765
2,179.06060606060606,0.01267785287246219,0.15651441323640702,0.26815852712258226,0.6471568447997312,0.41265129335595724,0.640073636982328
