shortfall,local_authority_code,age,n_rooms,n
2.9622529024160644,E06000045,Old,2.0,3187
3.948363926576218,E06000046,Old,2.0,2506
5.2485993925075904,E06000047,Old,2.0,2963
4.5784500339904834,E06000049,Old,2.0,2942
4.096732954545455,E06000050,Old,2.0,2112
5.401503288443473,E06000051,Old,2.0,3193
5.858353535353533,E06000052,Old,2.0,9900
4.964179104477612,E06000053,Old,2.0,67
4.3686296399665085,E06000054,Old,2.0,3583
3.294168547780284,E06000055,Old,2.0,2658
4.006796116504854,E06000056,Old,2.0,1133
5.685126799177518,E06000057,Old,2.0,2918
3.054943357363545,E06000058,Old,2.0,5826
4.339464004203888,E06000059,Old,2.0,3806
3.469606299212601,E06000060,Old,2.0,635
4.188045977011494,E06000061,Old,2.0,435
3.3212068965517254,E06000062,Old,2.0,580
4.763374485596707,E06000063,Old,2.0,243
5.127457627118642,E06000064,Old,2.0,295
3.7467857142857146,E06000065,Old,2.0,840
4.149003984063743,E06000066,Old,2.0,502
5.074879227053143,E07000004,Old,2.0,621
4.1972727272727255,E07000005,Old,2.0,220
4.574137931034484,E07000006,Old,2.0,174
3.984224598930481,E07000007,Old,2.0,748
3.319999999999999,E07000008,Old,2.0,1110
4.969078947368419,E07000009,Old,2.0,456
4.948167539267015,E07000010,Old,2.0,764
4.016626213592233,E07000011,Old,2.0,824
4.864233576642335,E07000012,Old,2.0,411
6.3801363193768275,E07000026,Old,2.0,1027
4.821292217327463,E07000027,Old,2.0,1362
5.906340956340958,E07000028,Old,2.0,962
6.357142857142858,E07000029,Old,2.0,553
9.097629009762903,E07000030,Old,2.0,717
5.843566433566435,E07000031,Old,2.0,1430
4.682518043303928,E07000032,Old,2.0,1247
5.339384615384617,E07000033,Old,2.0,325
3.9482419127988737,E07000034,Old,2.0,711
5.383005780346823,E07000035,Old,2.0,865
4.336578707916282,E07000036,Old,2.0,1099
3.967136563876652,E07000037,Old,2.0,1135
5.248742138364779,E07000038,Old,2.0,318
5.231639722863741,E07000039,Old,2.0,433
4.57438173747622,E07000040,Old,2.0,1577
3.153512773722628,E07000041,Old,2.0,2192
5.65193370165746,E07000042,Old,2.0,905
4.696357615894036,E07000043,Old,2.0,1812
5.385923217550275,E07000044,Old,2.0,1094
4.020539798719122,E07000045,Old,2.0,2186
5.880696202531644,E07000046,Old,2.0,1264
6.493245033112578,E07000047,Old,2.0,755
3.062310672772101,E07000061,Old,2.0,2839
3.1400889344963225,E07000062,Old,2.0,5847
3.6033916849015273,E07000063,Old,2.0,914
3.9816100443131464,E07000064,Old,2.0,1354
4.841121495327104,E07000065,Old,2.0,749
4.10375,E07000066,Old,2.0,80
4.81735668789809,E07000067,Old,2.0,628
3.955470737913486,E07000068,Old,2.0,393
4.257352941176471,E07000069,Old,2.0,68
4.683106267029974,E07000070,Old,2.0,367
4.107601713062098,E07000071,Old,2.0,934
4.040374331550802,E07000072,Old,2.0,374
3.153030303030303,E07000073,Old,2.0,66
5.0094224924012165,E07000074,Old,2.0,329
4.188235294117646,E07000075,Old,2.0,153
4.203984674329501,E07000076,Old,2.0,1305
4.6531609195402295,E07000077,Old,2.0,348
3.3782230424466153,E07000078,Old,2.0,3793
5.136248415716096,E07000079,Old,2.0,789
5.997337278106508,E07000080,Old,2.0,676
3.2337980769230765,E07000081,Old,2.0,2080
4.980577689243027,E07000082,Old,2.0,1004
4.580459770114943,E07000083,Old,2.0,348
5.002906976744185,E07000084,Old,2.0,344
4.759454191033139,E07000085,Old,2.0,513
3.328057553956834,E07000086,Old,2.0,417
4.757788944723619,E07000087,Old,2.0,199
3.722319474835886,E07000088,Old,2.0,457
4.051239669421488,E07000089,Old,2.0,121
3.743582089552238,E07000090,Old,2.0,335
4.380089820359283,E07000091,Old,2.0,668
3.0772397094431,E07000092,Old,2.0,826
4.758055555555554,E07000093,Old,2.0,360
3.894481236203091,E07000094,Old,2.0,906
3.759360730593607,E07000095,Old,2.0,219
3.7899628252788102,E07000096,Old,2.0,538
3.339430894308943,E07000098,Old,2.0,246
3.8054597701149437,E07000099,Old,2.0,696
3.7270588235294126,E07000102,Old,2.0,170
3.0480905233380486,E07000103,Old,2.0,1414
4.345309381237525,E07000105,Old,2.0,501
3.4096342091705325,E07000106,Old,2.0,1941
3.0097260273972606,E07000107,Old,2.0,730
3.4769600000000014,E07000108,Old,2.0,1875
3.247759103641456,E07000109,Old,2.0,1428
3.4493726937269384,E07000110,Old,2.0,1355
4.0343499197431765,E07000111,Old,2.0,623
3.2095779816513774,E07000112,Old,2.0,2725
4.136073059360728,E07000113,Old,2.0,1314
3.18563753581662,E07000114,Old,2.0,5584
4.275743348982784,E07000115,Old,2.0,639
3.4762242485646717,E07000116,Old,2.0,2961
4.751392405063292,E07000117,Old,2.0,1185
4.76832504145937,E07000118,Old,2.0,603
3.738097469540767,E07000119,Old,2.0,2134
5.0544078361531595,E07000120,Old,2.0,1123
3.8166532582461796,E07000121,Old,2.0,2486
5.173323823109839,E07000122,Old,2.0,1402
3.7718301435406683,E07000123,Old,2.0,1672
5.129074889867842,E07000124,Old,2.0,454
4.168360995850622,E07000125,Old,2.0,964
4.11217183770883,E07000126,Old,2.0,419
6.799196787148593,E07000127,Old,2.0,249
3.587691001697794,E07000128,Old,2.0,1178
5.414606741573033,E07000129,Old,2.0,178
4.234088200238378,E07000130,Old,2.0,839
5.264410480349346,E07000131,Old,2.0,458
4.51064814814815,E07000132,Old,2.0,432
4.7352808988764075,E07000133,Old,2.0,445
4.854776119402986,E07000134,Old,2.0,670
3.905714285714286,E07000135,Old,2.0,245
4.58651026392962,E07000136,Old,2.0,682
5.058926417370326,E07000137,Old,2.0,1658
3.901235521235522,E07000138,Old,2.0,1295
5.966145833333336,E07000139,Old,2.0,384
5.317295597484278,E07000140,Old,2.0,636
5.248003629764066,E07000141,Old,2.0,1102
5.511895910780668,E07000142,Old,2.0,538
5.318562091503272,E07000143,Old,2.0,765
5.977704918032786,E07000144,Old,2.0,305
3.7485334555453718,E07000145,Old,2.0,2182
5.700839630562552,E07000146,Old,2.0,1191
5.541705069124425,E07000147,Old,2.0,1302
3.39967919340055,E07000148,Old,2.0,2182
6.676851851851852,E07000149,Old,2.0,540
4.886363636363637,E07000150,Old,2.0,22
5.927392739273928,E07000151,Old,2.0,303
5.690632318501168,E07000152,Old,2.0,427
4.224281609195404,E07000153,Old,2.0,696
3.7211462450592867,E07000154,Old,2.0,1518
5.293854748603351,E07000155,Old,2.0,358
3.9127314814814818,E07000156,Old,2.0,432
5.630536451169192,E07000163,Old,2.0,727
5.899677938808373,E07000164,Old,2.0,621
4.056823529411763,E07000165,Old,2.0,2550
6.741201716738198,E07000166,Old,2.0,466
7.343181818181815,E07000167,Old,2.0,572
3.9258514347009883,E07000168,Old,2.0,3729
5.792961165048542,E07000169,Old,2.0,412
4.645803698435276,E07000170,Old,2.0,703
4.676210826210826,E07000171,Old,2.0,702
4.752508361204012,E07000172,Old,2.0,598
4.421010101010101,E07000173,Old,2.0,495
4.078316690442224,E07000174,Old,2.0,701
4.925373134328357,E07000175,Old,2.0,670
3.868918918918919,E07000176,Old,2.0,814
3.977331759149941,E07000177,Old,2.0,847
3.2272727272727266,E07000178,Old,2.0,1485
4.995665171898354,E07000179,Old,2.0,669
4.177980132450331,E07000180,Old,2.0,604
5.092047713717692,E07000181,Old,2.0,503
4.6627483443708595,E07000187,Old,2.0,1208
4.9067426400759775,E07000188,Old,2.0,1053
5.425464556090845,E07000189,Old,2.0,1453
3.970377358490565,E07000192,Old,2.0,530
4.8604916593503065,E07000193,Old,2.0,1139
4.942160278745645,E07000194,Old,2.0,287
4.8985865724381625,E07000195,Old,2.0,566
6.625668449197861,E07000196,Old,2.0,187
4.43288948069241,E07000197,Old,2.0,751
5.316159250585482,E07000198,Old,2.0,854
3.978911564625848,E07000199,Old,2.0,294
5.624080882352941,E07000200,Old,2.0,544
3.943130520117767,E07000202,Old,2.0,2038
6.694797687861272,E07000203,Old,2.0,519
3.397344322344322,E07000207,Old,2.0,1092
3.7614987080103353,E07000208,Old,2.0,387
3.4610469591993867,E07000209,Old,2.0,1299
3.9998191681735986,E07000210,Old,2.0,553
3.3739173228346444,E07000211,Old,2.0,1016
3.610810810810811,E07000212,Old,2.0,407
3.374520547945205,E07000213,Old,2.0,365
3.9159183673469387,E07000214,Old,2.0,245
4.0952631578947365,E07000215,Old,2.0,380
4.130722891566265,E07000216,Old,2.0,830
3.276612903225807,E07000217,Old,2.0,372
5.592162162162162,E07000218,Old,2.0,370
4.494135338345865,E07000219,Old,2.0,665
3.992182410423451,E07000220,Old,2.0,921
4.9045828437132775,E07000221,Old,2.0,851
3.7793893129770977,E07000222,Old,2.0,2096
3.682905982905985,E07000223,Old,2.0,234
3.269010782934835,E07000224,Old,2.0,2133
4.951578947368419,E07000225,Old,2.0,760
3.970512820512821,E07000226,Old,2.0,78
4.521374045801527,E07000227,Old,2.0,524
3.5135190918472627,E07000228,Old,2.0,969
3.1578050443081116,E07000229,Old,2.0,2934
4.982018927444797,E07000234,Old,2.0,317
4.722914218566389,E07000235,Old,2.0,851
4.056870229007634,E07000236,Old,2.0,262
3.8664718772826885,E07000237,Old,2.0,1369
4.648173207036534,E07000238,Old,2.0,739
4.620604395604395,E07000239,Old,2.0,728
3.314150943396225,E07000240,Old,2.0,848
3.2872483221476507,E07000241,Old,2.0,149
4.14127182044888,E07000242,Old,2.0,802
3.630434782608696,E07000243,Old,2.0,69
4.296853932584264,E07000244,Old,2.0,3560
4.878586956521739,E07000245,Old,2.0,920
5.12853304674906,E07000246,Old,2.0,1861
4.27888839085612,E08000001,Old,2.0,2231
4.3163316582914595,E08000002,Old,2.0,1194
3.307112783301975,E08000003,Old,2.0,11163
4.572511013215858,E08000004,Old,2.0,1135
3.790953038674032,E08000005,Old,2.0,1448
3.592612419700215,E08000006,Old,2.0,1868
3.7426829268292687,E08000007,Old,2.0,1968
4.079792746113989,E08000008,Old,2.0,1737
4.015476190476193,E08000009,Old,2.0,1680
4.053488372093029,E08000010,Old,2.0,1935
4.577474402730374,E08000011,Old,2.0,293
3.383676188889812,E08000012,Old,2.0,12007
3.884855233853004,E08000013,Old,2.0,898
3.567175130334038,E08000014,Old,2.0,5179
3.6569749039113715,E08000015,Old,2.0,4423
4.1647451963241435,E08000016,Old,2.0,1197
4.039587525150904,E08000017,Old,2.0,1988
4.510658914728684,E08000018,Old,2.0,1032
4.053305461196758,E08000019,Old,2.0,3827
